,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
771,002252.SZ,2017/2/22,科瑞天诚投资控股有限公司,网信证券有限责任公司,"4,296.40",2.69,0.86,"为获取融资科瑞天诚投资控股有限公司将42,964,000股份质押给网信证券有限责任公司",质押起始日2017年2月22日,已到平仓线,16.85,14.75,21.07,8.51,"114,188.83",71.57,22.97,--,2017/3/2,20181211
772,002252.SZ,2017/2/9,科瑞天诚投资控股有限公司,网信证券有限责任公司,"4,119.20",2.58,0.83,"为获取融资科瑞天诚投资控股有限公司将41,192,000股份质押给网信证券有限责任公司",质押起始日2017年2月09日,已到平仓线,17.2,15.05,21.5,8.51,"114,188.83",71.57,22.97,--,2017/3/2,20181211
773,002252.SZ,2017/1/19,科瑞天诚投资控股有限公司,网信证券有限责任公司,"4,076.66",2.56,0.82,"为获取融资科瑞天诚投资控股有限公司将40,766,600.股份质押给网信证券有限责任公司",质押起始日2017年1月19日,已到平仓线,17.74,15.52,22.17,8.51,"114,188.83",71.57,22.97,--,2017/3/2,20181211
774,002252.SZ,2016/12/15,科瑞天诚投资控股有限公司,招商证券股份有限公司,"1,729.20",1.08,0.35,质押给招商证券股份有限公司,--,已到平仓线,16.99,14.87,21.24,8.51,"115,679.11",72.5,23.3,--,2017/1/14,20181211
775,002252.SZ,2016/12/14,科瑞天诚投资控股有限公司,英大证券有限责任公司,"1,678.40",1.05,0.34,质押给英大证券有限责任公司,--,已到平仓线,17.12,14.98,21.4,8.51,"115,679.11",72.5,23.3,--,2017/1/14,20181211
776,002252.SZ,2016/12/6,科瑞天诚投资控股有限公司,英大证券有限责任公司,"1,674.40",1.05,0.34,质押给英大证券有限责任公司,--,已到平仓线,16.83,14.73,21.04,8.51,"115,679.11",72.5,23.3,--,2017/1/14,20181211
777,002252.SZ,2016/11/23,科瑞天诚投资控股有限公司,英大证券有限责任公司,"3,800.00",2.38,0.77,"质押38,000,000股给英大证券有限责任公司用于获取融资",质押日期自2016年11月23日至解除质押止,已到平仓线,17.01,14.88,21.26,8.51,"114,063.41",71.49,22.97,--,2016/12/2,20181211
778,002252.SZ,2016/11/22,科瑞天诚投资控股有限公司,天风证券股份有限公司,"4,300.00",2.7,0.87,"质押43,000,000股给天风证券股份有限公司用于获取融资",质押日期自2016年11月22日至解除质押止,已到平仓线,17.07,14.94,21.34,8.51,"114,063.41",71.49,22.97,--,2016/12/2,20181211
779,002252.SZ,2016/11/16,科瑞天诚投资控股有限公司,天风证券股份有限公司,"2,537.00",1.59,0.51,"质押25,370,000股给天风证券股份有限公司用于获取融资",质押日期自2016年11月16日至解除质押止,已到平仓线,17.01,14.88,21.26,8.51,"114,063.41",71.49,22.97,--,2016/12/2,20181211
780,002252.SZ,2016/10/26,宁波科瑞金鼎投资合伙企业(有限合伙),金元证券股份有限公司,"1,780.00",7.8,0.36,"宁波科瑞金鼎投资合伙企业(有限合伙)质押17,800,000股给金元证券股份有限公司",质押开始日期为2016年10月26日,已到平仓线,17.66,15.45,22.07,8.51,--,--,--,--,2018/8/16,20181211
781,002252.SZ,2016/10/21,宁波科瑞金鼎投资合伙企业(有限合伙),国泰君安证券股份有限公司,"3,331.05",14.6,0.67,"宁波科瑞金鼎投资合伙企业(有限合伙)质押33,310,500股给国泰君安证券股份有限公司",质押开始日期为2016年10月21日,已到平仓线,17.66,15.45,22.07,8.51,--,--,--,--,2018/8/16,20181211
782,002252.SZ,2016/10/21,宁波科瑞金鼎投资合伙企业(有限合伙),国泰君安证券股份有限公司,"2,893.95",12.92,0.58,宁波科瑞金鼎投资合伙企业(有限合伙)质押股份给国泰君安证券股份有限公司,质押开始日期为2016年10月21日,已到平仓线,17.66,15.45,22.07,8.51,--,--,--,--,2019/7/5,20181211
783,002252.SZ,2016/7/28,莱士中国有限公司,国海证券股份有限公司,"1,270.00",1.51,0.46,质押给东北证券股份有限公司,质押期限自2016年7月28日至解除质押为止,已到平仓线,16.87,14.76,21.09,8.51,"70,035.62",83.53,25.39,--,2016/8/12,20181211
784,002252.SZ,2016/7/26,莱士中国有限公司,东北证券股份有限公司,950,1.13,0.34,质押给东北证券股份有限公司,质押期限自2016年7月26日至解除质押为止,已到平仓线,16.78,14.68,20.98,8.51,"70,035.62",83.53,25.39,--,2016/8/12,20181211
785,002252.SZ,2016/7/12,宁波科瑞金鼎投资合伙企业(有限合伙),申万宏源证券有限公司,"2,137.50",9.37,0.43,"宁波科瑞金鼎投资合伙企业(有限合伙)质押21,375,000股给申万宏源证券有限公司",质押开始日期为2016年07月12日,已到平仓线,16.8,14.7,21.0,8.51,--,--,--,--,2018/8/16,20181211
786,002252.SZ,2016/7/7,莱士中国有限公司,华鑫国际信托有限公司,"6,000.00",7.16,2.17,质押给华鑫国际信托有限公司,质押期限自2016年7月7日至解除质押为止,已到平仓线,17.11,14.98,21.39,8.51,"70,035.62",83.53,25.39,--,2016/8/12,20181211
787,002252.SZ,2016/5/18,科瑞天诚投资控股有限公司,九江银行股份有限公司,938.5,1.06,0.34,质押给九江银行股份有限公司,质押起始日2016年5月18日,已到平仓线,16.54,14.47,20.67,8.51,"54,854.00",61.88,19.88,--,2016/6/2,20181211
788,002252.SZ,2016/5/3,莱士中国有限公司,东北证券股份有限公司,"4,993.00",3.31,1.0,质押给东北证券股份有限公司,质押起始日2016年5月3日,已到平仓线,16.61,14.54,20.77,8.51,"120,061.80",79.56,24.16,--,2017/11/9,20181211
789,002252.SZ,2016/4/19,宁波科瑞金鼎投资合伙企业(有限合伙),申万宏源证券有限公司,"2,416.60",10.69,0.49,"宁波科瑞金鼎投资合伙企业(有限合伙)质押37,638,000股给申万宏源证券有限公司",质押开始日期为2016年04月19日,已到平仓线,16.41,14.36,20.51,8.51,--,--,--,--,2019/7/3,20181211
790,002252.SZ,2016/3/24,莱士中国有限公司,东北证券股份有限公司,"2,815.00",3.36,1.02,质押给东北证券股份有限公司,质押起始日2016-03-24,已到平仓线,16.81,14.71,21.01,8.51,"64,880.53",77.39,23.52,--,2016/5/20,20181211
791,002256.SZ,2017/10/10,陈永弟,深圳市高新投集团有限公司,400,0.81,0.21,"陈永弟质押给深圳市高新投集团有限公司4,000,000股用于担保",质押开始日期2017年10月10日至质权人申请解冻为止。,已到平仓线,2.77,2.42,4.32,2.41,"49,400.71",99.92,26.24,--,2017/10/12,20190802
792,002256.SZ,2017/10/10,深圳市彩虹创业投资集团有限公司,深圳市高新投集团有限公司,"1,700.00",3.39,0.9,"深圳市彩虹创业投资集团有限公司质押给深圳市高新投集团有限公司17,000,000股用于担保",质押开始日期2017年10月10日至质权人申请解冻为止。,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/10/12,20190802
793,002256.SZ,2017/9/12,深圳市彩虹创业投资集团有限公司,深圳市高新投集团有限公司,816.1,1.63,0.43,"彩虹集团质押816.1万股给深圳市高新投集团有限公司,用途担保.",2017-09-12起至质权人申请解冻为止,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/9/14,20190802
794,002256.SZ,2017/9/12,深圳市彩虹创业投资集团有限公司,深圳市高新投集团有限公司,"1,383.90",2.76,0.74,"彩虹集团质押1,383.9万股给深圳市高新投集团有限公司,用途担保.",2017-09-12起至质权人申请解冻为止,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/9/14,20190802
795,002256.SZ,2017/8/8,深圳市彩虹创业投资集团有限公司,中信银行股份有限公司深圳分行,"1,600.00",3.19,0.85,"深圳市彩虹创业投资集团有限公司质押给中信银行股份有限公司深圳分行16,000,000股用于担保",质押开始日期2017年8月8日.,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/8/10,20190802
796,002256.SZ,2017/8/8,深圳市彩虹创业投资集团有限公司,中信银行股份有限公司深圳分行,"1,600.00",3.19,0.85,"深圳市彩虹创业投资集团有限公司质押给中信银行股份有限公司深圳分行16,000,000股用于担保",质押开始日期2017年8月8日.,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/8/10,20190802
797,002256.SZ,2017/7/25,深圳市彩虹创业投资集团有限公司,中融国际信托有限公司,"8,780.00",17.49,4.66,"深圳市彩虹创业投资集团有限公司将87,800,000股质押给中融国际信托有限公司",质押开始日期2017年7月25日质押到期日至质权人申请解冻为止,已到平仓线,2.77,2.42,4.32,2.41,"50,180.00",99.94,26.66,--,2017/7/26,20190802
798,002256.SZ,2017/5/31,深圳市汇通正源股权投资基金合伙企业(有限合伙),中信信托有限责任公司,"12,142.78",100.0,6.44,"深圳市汇通正源股权投资基金合伙企业(有限合伙)质押121,427,844股给中信信托有限责任公司用于担保",质押开始日2017年5月31日,已到平仓线,3.04,2.66,4.76,2.41,"12,142.78",100,6.44,--,2017/6/1,20181018
799,002256.SZ,2017/5/23,陈永弟,中信信托有限责任公司,"48,600.71",98.3,25.79,陈永弟将其持有的公司股份486007100股质押给中信信托有限责任公司,2017年5月23日起至质权人申请解冻为止,已到平仓线,3.09,2.71,4.84,2.41,"49,400.71",99.92,26.21,--,2017/5/25,20181018
800,002256.SZ,2017/5/17,深圳市彩虹创业投资集团有限公司,深圳市中小微企业融资再担保有限公司,300,0.6,0.16,"深圳市彩虹创业投资集团有限公司质押3,000,000股给深圳市中小微企业融资再担保有限公司用于担保","质押开始日期2017年5月17日
质押到期日至质权人申请解冻为止",已到平仓线,3.23,2.83,5.05,2.41,"49,500.00",98.59,26.26,--,2017/5/19,20181012
801,002256.SZ,2017/5/17,深圳市彩虹创业投资集团有限公司,深圳市中小微企业融资再担保有限公司,400,0.8,0.21,"深圳市彩虹创业投资集团有限公司质押3,000,000股给深圳市中小微企业融资再担保有限公司用于担保","质押开始日期2017年5月17日
质押到期日至质权人申请解冻为止",已到平仓线,3.23,2.83,5.05,2.41,"49,500.00",98.59,26.26,--,2017/5/19,20181012
802,002256.SZ,2017/5/10,深圳市彩虹创业投资集团有限公司,中国光大银行股份有限公司深圳分行,400,0.8,0.21,质押给中国光大银行股份有限公司深圳分行,质押期限从2017年5月10日至质权人申请解冻为止,已到平仓线,3.24,2.83,5.06,2.41,"48,800.00",97.19,25.89,--,2017/5/12,20181012
803,002256.SZ,2017/1/13,深圳市彩虹创业投资集团有限公司,中国光大银行股份有限公司深圳分行,"2,400.00",4.89,1.27,质押给中国光大银行股份有限公司深圳分行,至质权人申请解冻为止,已到平仓线,3.85,3.37,6.02,2.41,"48,700.00",99.29,25.84,--,2017/1/17,20180705
804,002256.SZ,2016/10/25,陈永弟,江苏银行股份有限公司深圳分行,400,0.82,0.21,质押给江苏银行股份有限公司深圳分行,至质权人申请解冻为止,已到平仓线,4.92,4.31,7.69,2.41,"49,000.71",100,26,--,2016/10/27,20171207
805,002256.SZ,2016/10/21,深圳市彩虹创业投资集团有限公司,江苏银行股份有限公司深圳分行,"1,800.00",3.67,0.96,质押给江苏银行股份有限公司深圳分行,"质押开始日期2016年10月21日,至质权人申请解冻为止",已到平仓线,4.91,4.3,7.67,2.41,"47,404.96",96.65,25.15,--,2016/10/25,20171207
806,002256.SZ,2016/10/17,深圳市彩虹创业投资集团有限公司,江苏银行股份有限公司深圳分行,"1,800.00",3.66,0.96,质押给江苏银行股份有限公司深圳分行,至质权人申请解冻为止,已到平仓线,4.66,4.07,7.27,2.41,"47,404.96",96.65,25.15,--,2016/10/19,20180702
807,002256.SZ,2016/9/8,深圳市彩虹创业投资集团有限公司,上海浦东发展银行股份有限公司深圳分行,600,4.89,1.27,质押给上海浦东发展银行股份有限公司深圳分行,质押自2016年9月8日至质权人申请解冻为止,已到平仓线,4.59,4.02,7.17,2.41,"11,851.24",96.65,25.15,--,2016/9/10,20180703
808,002256.SZ,2016/8/4,深圳市彩虹创业投资集团有限公司,中信银行股份有限公司深圳分行,"4,800.00",9.56,2.55,"深圳市彩虹创业投资集团有限公司质押给中信银行股份有限公司深圳分行48,000,000股",质押期限从2016年8月4日至质权人申请解冻为止,已到平仓线,4.37,3.82,6.83,2.41,"50,180.00",99.94,26.66,--,2017/8/10,20180703
809,002246.SZ,2017/4/13,新华都实业集团股份有限公司,兴业银行股份有限公司福州分行,"19,506.37",74.02,28.49,"新华都实业集团股份有限公司质押给兴业银行股份有限公司福州分行195,063,727股用于贷款",质押期限从2017年04月13日起至2022年4月13日止,已到平仓线,6.03,5.28,9.42,4.9,"19,506.37",74.02,28.49,2022/4/13,2017/12/1,0/0/0
810,002269.SZ,2016/10/12,上海华服投资有限公司,--,42,0.03,0.02,"获悉华服投资将其所持有的本公司284,640,000股股份(占公司总股本的11.27%)进行质押,为其融资提供担保",股份质押期限自办理登记手续之日起至向中国证券登记结算有限责任公司深圳分公司办理解除质押登记为止,已到平仓线,2.71,2.37,4.23,2.26,"91,799.50",72.14,36.54,--,2017/8/17,20181012
811,002269.SZ,2016/8/16,上海华服投资有限公司,--,"19,943.00",15.67,7.9,"华服投资将其所持有的199,430,000股本公司股份(占公司总股本的7.90%)进行质押,为其融资提供担保",--,已到平仓线,2.8,2.45,4.37,2.26,"42,151.20",33.13,16.69,--,2016/8/17,20181012
812,002276.SZ,2017/8/1,浙江万马智能科技集团有限公司,中国工商银行股份有限公司浙江省分行营业部,"4,500.00",12.03,4.35,"电气电缆集团将其所持有的万马股份无限售流通股45,000,000股质押给国开发展基金用于融资担保",质押登记日为:2017年8月1日。质押到期日2022年12月31日,已到平仓线,6.98,6.11,10.91,5.29,"12,000.00",32.08,11.59,2022/12/31,2017/8/4,20180619
813,002276.SZ,2016/9/27,浙江万马智能科技集团有限公司,中国工商银行股份有限公司浙江省分行营业部,"4,500.00",12.03,4.79,质押给中国工商银行股份有限公司浙江省分行营业部,质押自2016年9月27日到2020年12月31日,已到平仓线,10.75,9.4,16.79,5.29,"7,000.00",18.71,7.45,2020/12/31,2016/9/29,20170601
814,002279.SZ,2017/8/23,赵福君,上海海通证券资产管理有限公司,"1,912.00",24.43,2.69,"赵福君将26,320,000质押给上海海通证券资产管理有限公司用于融资",质押开始日期2017-08-23质押到期日2019-08-23,已到平仓线,7.8,6.83,12.19,5.89,"6,257.00",79.95,8.8,2019/8/23,2019/1/28,20190130
815,002279.SZ,2017/5/18,赵福君,中国银河证券股份有限公司,"2,600.00",33.22,3.66,"赵福君质押26,000,000股给国银河证券股份有限公司","质押开始日期2017-05-18 
质押到期日2019-05-17,延期至2020/05/15",已到平仓线,8.23,7.2,12.86,5.89,"7,452.00",95.21,10.48,2020/5/15,2019/6/1,20181012
816,002280.SZ,2018/3/14,何志涛,国信证券股份有限公司,"1,418.00",2.87,0.65,"何志涛补充质押给国信证券股份有限公司14,180,000股","质押期限自2018年3月14日至2019年3月14日,延期至2019年9月11日。",已到平仓线,4.85,4.24,7.58,3.3,"47,698.35",96.63,21.91,2019/9/11,2019/3/20,20181011
817,002280.SZ,2017/12/28,何志涛,东吴证券股份有限公司,668,1.35,0.31,何志涛质押1101万股给东吴证券股份有限公司用于补充质押,质押期限从2017年12月28日至解除质押之日止,已到平仓线,4.89,4.28,7.64,3.3,"47,113.22",95.45,21.64,--,2018/6/6,20181011
818,002280.SZ,2017/12/27,何志涛,国信证券股份有限公司,"2,431.00",4.98,1.12,"何志涛质押24,310,000股给国信证券股份有限公司用于补充质押",质押期限从2017年12月27日至解除质押之日止,已到平仓线,4.92,4.3,7.68,3.3,"48,166.24",98.69,22.12,--,2017/12/30,20181011
819,002280.SZ,2017/7/17,何志涛,国信证券股份有限公司,700,1.42,0.32,何志涛将公司7000000股质押给国信证券股份有限公司补充质押,"质押开始日期2017年7月17日质押到期日2018年4月3日,现延期至2019年4月3日,延期至2019/09/26",已到平仓线,5.24,4.59,8.19,3.3,"47,698.35",96.63,21.91,2019/9/26,2019/4/8,20181011
820,002280.SZ,2017/7/14,何志涛,东吴证券股份有限公司,67,0.14,0.03,何志涛将公司10000000股质押给东吴证券股份有限公司补充质押,质押开始日期2017年7月14日,已到平仓线,5.82,5.1,9.1,3.3,"47,113.22",95.45,21.64,--,2018/6/6,20180621
821,002280.SZ,2017/4/6,何志涛,国信证券股份有限公司,"3,200.00",6.48,1.47,质押给国信证券股份有限公司用于融资,"2017年4月6日起至2018年4月3日止,现延期至2019年4月3日",已到平仓线,8.29,7.26,12.96,3.3,"47,698.35",96.63,21.91,2019/9/26,2019/4/8,20180131
822,002280.SZ,2017/4/6,何志涛,国信证券股份有限公司,339,0.69,0.16,"何志涛质押3,390,000股给国信证券股份有限公司","质押开始日期2017年4月6日,质押到期日2018年4月3日,现延期至2019年4月3日,延期至2019/09/26",已到平仓线,8.29,7.26,12.96,3.3,"47,698.35",96.63,21.91,2019/9/26,2019/4/8,20180131
823,002280.SZ,2017/3/14,何志涛,国信证券股份有限公司,"3,500.00",7.09,1.61,"何志涛质押35,000,000股给国信证券股份有限公司用于融资","质押开始日期2017年3月14日,质押解除日期2018年3月14日。现延期至2019年3月14日,延期至2019年9月11日。",已到平仓线,7.3,6.39,11.4,3.3,"47,698.35",96.63,21.91,2019/9/11,2019/3/20,20180206
824,002280.SZ,2017/3/14,何志涛,国信证券股份有限公司,739,1.5,0.34,"何志涛质押7,390,000股给国信证券股份有限公司用于融资","质押开始日期2017年3月14日,质押解除日期2018年3月14日。现延期至2019年3月14日,延期至2019年9月11日。",已到平仓线,7.3,6.39,11.4,3.3,"47,698.35",96.63,21.91,2019/9/11,2019/3/20,20180206
825,002280.SZ,2016/9/21,何志涛,国信证券股份有限公司,"8,339.00",16.89,3.83,"何志涛先生将其所持有的本公司有限售条件流通股83,390,000股质押给国信证券股份有限公司,用于办理股票质押式回购交易业务","本次股票质押式回购的初始交易日为2016年9月21日,购回交易日为2018年9月20日,延期至2019年3月20日。延期至2019/09/19",已到平仓线,12.56,10.99,19.63,3.3,"47,698.35",96.63,21.91,2019/9/19,2019/3/23,20170630
826,002280.SZ,2016/9/9,何志涛,东吴证券股份有限公司,"3,980.00",8.06,1.83,质押给东吴证券股份有限公司,"质押开始日期2016年9月9日,质押到期日2018年9月5日,延期至2019/09/05",已到平仓线,12.56,10.99,19.63,3.3,"46,678.35",94.57,21.44,2019/9/5,2018/11/16,20170630
827,002280.SZ,2016/9/5,何志涛,东吴证券股份有限公司,"3,404.98",6.9,1.56,质押给东吴证券股份有限公司,"质押开始日期2016年9月5日,质押到期日2018年5月4日,现延期至2018年7月30日,延期至2019/09/05",已到平仓线,12.56,10.99,19.63,3.3,"46,678.35",94.57,21.44,2019/9/5,2018/11/16,20170630
828,002280.SZ,2016/6/23,徐智勇,方正证券股份有限公司,"2,580.00",23.69,1.19,质押给方正证券股份有限公司,质押开始日期(逐笔列示)2016年6月23日质押到期日办理解除质押登记手续之日,已到平仓线,12.56,10.99,19.63,3.3,"7,051.25",64.74,3.24,--,2016/6/28,20170630
829,002280.SZ,2016/5/11,何志涛,国信证券股份有限公司,"5,569.00",11.28,2.56,何志涛质押股份给国信证券股份有限公司,"质押期限从2016年5月11日至2019年5月9日,延期至2020年5月7日。",已到平仓线,12.56,10.99,19.63,3.3,"47,698.35",96.63,21.91,2020/5/7,2019/5/11,20170630
830,002280.SZ,2016/3/30,徐智勇,方正证券股份有限公司,330,2.92,0.15,"徐智勇将3,300,000股质押给方正证券股份有限公司",质押期限至2016年3月30日至办理解除质押登记手续之日,已到平仓线,16.13,14.12,25.21,3.3,"4,471.25",39.53,2.05,--,2016/4/1,20161214
831,002280.SZ,2016/3/30,徐智勇,方正证券股份有限公司,330,2.92,0.15,"徐智勇将3,300,000股质押给方正证券股份有限公司",质押期限至2016年3月30日至办理解除质押登记手续之日,已到平仓线,16.13,14.12,25.21,3.3,"4,471.25",39.53,2.05,--,2016/4/1,20161214
832,002280.SZ,2016/3/30,徐智勇,方正证券股份有限公司,330,2.92,0.15,"徐智勇将3,300,000股质押给方正证券股份有限公司",质押期限至2016年3月30日至办理解除质押登记手续之日,已到平仓线,16.13,14.12,25.21,3.3,"4,471.25",39.53,2.05,--,2016/4/1,20161214
833,002280.SZ,2016/2/3,徐智勇,方正证券股份有限公司,142.5,3.15,0.16,"徐智勇质押1,424,980股股份给方正证券股份有限公司",质押日期自2016年2月3日至办理解除质押登记手续之日止,已到平仓线,10.22,8.94,15.97,3.3,"1,392.50",30.78,1.6,--,2016/2/16,20170717
834,002280.SZ,2016/1/26,徐智勇,方正证券股份有限公司,405,8.95,0.58,"徐智勇将4,050,000股质押给方正证券股份有限公司",质押期限从2016年1月26日至办理解除质押登记手续之日,已到平仓线,9.2,8.05,14.38,3.3,"2,282.00",50.44,3.25,--,2016/1/28,20171215
835,002280.SZ,2016/1/22,徐智勇,方正证券股份有限公司,845,18.68,1.2,"徐智勇将8,450,000股质押给方正证券股份有限公司",质押期限从2016年1月22日至办理解除质押登记手续之日,已到平仓线,10.07,8.81,15.74,3.3,"2,282.00",50.44,3.25,--,2016/1/28,20170717
836,002285.SZ,2018/1/17,世联地产顾问(中国)有限公司,交通银行深圳分行笋岗支行,"2,500.00",3.11,1.22,"世联地产顾问(中国)有限公司将25,000,000股质押给交通银行深圳分行笋岗支行用于融资",质押期限从2018年1月17日至2020年1月16日,已到平仓线,7.58,6.63,11.84,4.18,"29,800.00",37.02,14.58,2020/1/16,2018/1/20,20180619
837,002285.SZ,2017/7/24,世联地产顾问(中国)有限公司,东亚银行(中国)有限公司苏州分行,"2,200.00",2.73,1.08,"世联地产顾问(中国)有限公司质押给东亚银行(中国)有限公司苏州分行22,000,000股用于融资","质押开始日期2017年7月24日,质押截止日期2020年7月23日",已到平仓线,5.88,5.15,9.19,4.18,"48,380.00",60.1,23.66,2020/7/23,2017/7/26,20181012
838,002288.SZ,2016/8/15,梁俊丰,国泰君安证券股份有限公司,0.01,0.0,0.0,梁俊质押股份给国泰君安证券股份有限公司用于融资,质押开始日2016年8月15日,已到平仓线,6.36,5.57,9.94,4.64,"6,799.92",79.15,7.3,--,2019/7/10,20180202
839,002288.SZ,2016/1/14,梁俊丰,金元证券股份有限公司,"2,000.00",11.71,2.15,"梁俊丰先生将其所持有本公司股份20,000,000股质押给金元证券股份有限公司用于融资",质押开始日期2016年1月14日至申请解除质押之日止,已到平仓线,5.65,4.94,8.83,4.64,"16,897.00",98.97,18.14,--,2016/1/16,20180206
840,002291.SZ,2017/10/27,"LYONE GROUP PTE., LTD.",第一创业证券股份有限公司,"5,500.00",59.31,13.79,"LYONE GROUP PTE.LTD.质押55,000,000股给第一创业证券,用途融资担保。","质押开始日期2017年10月27日,至办理解除质押登记手续之日止",已到平仓线,5.99,5.24,9.36,5.14,"7,400.00",79.8,18.55,--,2017/10/31,20180613
841,002291.SZ,2017/10/19,深圳市星期六投资控股有限公司,中银国际证券有限责任公司,"1,975.00",16.93,4.95,"星期六控股质押27,900,000股给中银国际证券有限责任公司,用途融资担保。","质押开始日期2017年10月19日,至办理解除质押登记手续之日止",已到平仓线,5.98,5.24,9.35,5.14,"10,617.03",91.03,26.61,--,2018/8/7,20180613
842,002291.SZ,2017/8/28,"LYONE GROUP PTE., LTD.",第一创业证券股份有限公司,"1,900.00",20.49,4.76,"LYONE GROUP PTE.LTD.质押给第一创业证券股份有限公司19,000,000股用于融资",质押开始日期2017年8月28日至办理解除质押登记手续之日止.,已到平仓线,6.31,5.52,9.86,5.14,"7,400.00",79.8,18.55,--,2017/8/30,20180530
843,002292.SZ,2018/6/14,蔡东青,广州证券股份有限公司,150,0.26,0.11,"蔡东青质押1,500,000股给广州证券股份有限公司",冻结期限是2018年6月14日至2018年9月14日,已到平仓线,6.93,6.06,10.83,5.67,"46,049.00",79.43,33.93,2019/9/14,2018/9/20,20181011
844,002292.SZ,2018/2/22,蔡晓东,广州证券股份有限公司,100,0.69,0.07,"蔡晓东补充质押给广州证券股份有限公司1,000,000股","质押期限自2018年2月22日至2018年8月21日,延期至2019年8月20日",已到平仓线,7.23,6.32,11.29,5.67,"12,895.97",89.14,9.5,2019/8/20,2018/8/28,20180910
845,002292.SZ,2018/2/6,蔡东青,广州证券股份有限公司,350,0.6,0.26,"蔡东青将3,500,000股质押给广州证券股份有限公司用于补充质押",质押期限从2018年2月6日至2018年9月25日,已到平仓线,6.92,6.06,10.82,5.67,"46,049.00",79.43,33.93,2019/9/25,2018/9/20,20181011
846,002292.SZ,2018/2/6,蔡东青,广州证券股份有限公司,500,0.86,0.37,"蔡东青将5,000,000股质押给广州证券股份有限公司用于补充质押","质押期限从2018年2月6日至2018年10月16日,延期至2019-10-16。",已到平仓线,6.92,6.06,10.82,5.67,"50,373.00",86.89,37.12,2019/10/16,2018/10/18,20181011
847,002292.SZ,2018/2/6,蔡东青,广州证券股份有限公司,400,0.69,0.29,"蔡东青将4,000,000股质押给广州证券股份有限公司用于补充质押","质押期限从2018年2月6日至2018年10月25日
现延期至2019年10月23日",已到平仓线,6.92,6.06,10.82,5.67,"55,193.23",95.21,40.67,2019/10/23,2018/10/31,20181011
848,002292.SZ,2018/2/5,蔡东青,广州证券股份有限公司,130,0.22,0.1,"蔡东青补充质押给广州证券股份有限公司1,300,000股",质押期限自2018年2月5日至2018年9月14日,已到平仓线,7.35,6.43,11.49,5.67,"46,049.00",79.43,33.93,2019/9/14,2018/9/20,20180910
849,002292.SZ,2018/2/5,蔡东青,广州证券股份有限公司,150,0.26,0.11,"蔡东青补充质押给广州证券股份有限公司1,500,000股","质押期限自2018年2月5日至2018年10月16日,延期至2019-10-16。",已到平仓线,7.35,6.43,11.49,5.67,"50,373.00",86.89,37.12,2019/10/16,2018/10/18,20180910
850,002292.SZ,2018/2/2,蔡晓东,广发证券股份有限公司,300,2.07,0.22,"蔡晓东补充质押给广发证券股份有限公司3,000,000股","质押期限自2018年2月2日至2018年10月9日,延期至2019-10-08。",已到平仓线,7.37,6.45,11.51,5.67,"13,881.97",95.95,10.23,2019/10/8,2018/10/18,20180910
851,002292.SZ,2018/2/2,蔡晓东,广发证券股份有限公司,300,2.07,0.22,"蔡晓东补充质押给广发证券股份有限公司3,000,000股","质押期限自2018年2月2日至2018年10月9日,延期至2019-10-08。",已到平仓线,7.37,6.45,11.51,5.67,"13,881.97",95.95,10.23,2019/10/8,2018/10/18,20180910
852,002292.SZ,2017/10/25,蔡东青,广州证券股份有限公司,"4,270.00",7.37,3.15,"蔡东青质押给广州证券股份有限公司42,700,000股","质押开始日期2017年10月25日,质押截止日期2018年10月25日.
现延期至2019年10月23日",已到平仓线,9.74,8.52,15.22,5.67,"55,193.23",95.21,40.67,2019/10/23,2018/10/31,20180625
853,002292.SZ,2017/10/17,蔡东青,广州证券股份有限公司,"5,406.00",9.33,3.98,"蔡东青质押54,060,000股给广州证券,用途个人资金需求","质押开始日期2017-10-17,质押到期日2018-10-16,延期至2019-10-16。",已到平仓线,9.65,8.44,15.08,5.67,"50,373.00",86.89,37.12,2019/10/16,2018/10/18,20180625
854,002292.SZ,2017/10/10,蔡晓东,广发证券股份有限公司,"3,399.98",23.5,2.51,"蔡晓东质押给广发证券股份有限公司34,000,000股","2017年10月10日开始质押,2018年10月9日解除质押,延期至2019-10-08。",已到平仓线,10.05,8.8,15.71,5.67,"13,881.97",95.95,10.23,2019/10/8,2018/10/18,20180621
855,002292.SZ,2017/9/25,蔡东青,广州证券股份有限公司,"3,420.00",5.9,2.62,个人资金需求,"2017年9月25日开始质押,2018年9月25日解除质押",已到平仓线,9.47,8.28,14.79,5.67,"46,049.00",79.43,33.93,2019/9/25,2018/9/20,20180705
